route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3,13453,05820134532157280,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
UEX,13435,05820134352156547,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
40,13403,05820134032162809,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
M,13439,05820134392159335,Gottardo,Gottardo,0,,00MA21X582,,
M,13453,05820134532156819,Gottardo,Gottardo,0,,00MA21X582,,
8,13453,05820134532157882,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
41,13407,05820134072157647,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
3,13453,05820134532157289,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
PF,13396,05820133962159519,Flumini ,Flumini ,0,,60FA02X582,,
PF,13432,05820134322155565,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
M,13453,05820134532162631,Gottardo,Gottardo,0,,00MA21X582,,
1,13415,05820134152159061,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
M,13455,05820134552160955,Matteotti,Matteotti,1,,00MR21X582,,
3,13389,05820133892158737,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
UEX,13414,05820134142162684,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
16,13436,05820134362157149,Giovanni XXIII (fronte via Alberti),Giovanni XXIII (fronte via Alberti),0,,16A11X582,,
40,13454,05820134542162097,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
UEX,13414,05820134142158084,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
13,13383,05820133832161207,_,_,0,,13A21X582,,
13,13383,05820133832161225,_,_,1,,13R21X582,,
L,13411,05820134112156328,Matteotti,Matteotti,1,,LIR52X582,,
29,13465,05820134652161789,San Benedetto (fronte Buon Pastore),San Benedetto (fronte Buon Pastore),1,,29R01X582,,
6,13453,05820134532155930,Andorra,Andorra,0,,06A11X582,,
5,13384,05820133842164442,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5,13384,05820133842164452,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5,13384,05820133842164446,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
8,13389,05820133892161513,Matteotti,Matteotti,1,,08R26X582,,
3,13398,05820133982160153,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
5,13384,05820133842164443,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5-11,13439,05820134392164582,Calamosca,Calamosca,0,,511A61X582,,
1,13398,05820133982156914,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13400,05820134002155402,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13398,05820133982156971,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
41,13407,05820134072157657,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
1,13415,05820134152162492,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13389,05820133892163772,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13447,05820134472164646,Decimomannu,Decimomannu,1,,09R93X582,,
9,13452,05820134522164855,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
M,13453,05820134532162634,Matteotti,Matteotti,1,,00MR21X582,,
9,13447,05820134472164658,Decimomannu,Decimomannu,1,,09R93X582,,
8,13453,05820134532155791,Cadello (uffici Città Metropolitana),Cadello (uffici Città Metropolitana),0,,08A05X582,,
9,13465,05820134652165096,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
9,13465,05820134652165006,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
6,13398,05820133982159890,Andorra,Andorra,0,,06A11X582,,
41,13412,05820134122163526,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
QEX,13412,05820134122163409,Matteotti,Matteotti,1,,QEXR01X582,,
QEX,13412,05820134122163464,San Benedetto,San Benedetto,1,,QEXR03X582,,
3,13453,05820134532157228,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
9,13452,05820134522164712,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
QEX,13412,05820134122163406,Matteotti,Matteotti,1,,QEXR01X582,,
9,13465,05820134652165111,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
1,13389,05820133892158521,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13389,05820133892158664,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
PF,13396,05820133962159490,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
18,13459,05820134592161852,Chiaramonti (capolinea 18),Chiaramonti (capolinea 18),0,,18A11X582,,
30,13401,05820134012165618,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
3,13453,05820134532157737,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
6,13398,05820133982165448,_,_,1,,06R31X582,,
8,13389,05820133892161507,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
1Q,13441,05820134412162067,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
M,13455,05820134552162153,Matteotti,Matteotti,1,,00MR21X582,,
GSS,13440,05820134402157125,Porto Canale,Porto Canale,1,,GSSR41X582,,
6,13389,05820133892165955,_,_,1,,06R31X582,,
8,13389,05820133892161533,Matteotti,Matteotti,1,,08R26X582,,
1,13398,05820133982157040,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13453,05820134532157207,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
M,13455,05820134552160976,Gottardo,Gottardo,0,,00MA21X582,,
30,13401,05820134012158366,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
30,13401,05820134012157942,Brigata Sassari (lato Banca),Brigata Sassari (lato Banca),0,,30A23X582,,
UEX,13414,05820134142158091,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
QS,13384,05820133842158164,Lungosaline,Lungosaline,0,,50A31X582,,
UEX,13414,05820134142158133,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
13,13385,05820133852164419,_,_,0,,13A21X582,,
3,13453,05820134532157288,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
PQ,13382,05820133822159858,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
UEX,13435,05820134352156496,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
8A,13439,05820134392158889,Giorgino (GdF),Giorgino (GdF),1,,08AR58X582,,
3,13389,05820133892158676,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QS,13384,05820133842158165,Lungosaline,Lungosaline,0,,50A31X582,,
QEX,13412,05820134122165807,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165886,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165455,_,_,1,,06R31X582,,
QEX,13460,05820134602165745,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
3,13453,05820134532157270,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
1,13400,05820134002155491,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
8,13389,05820133892156593,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
8H,13413,05820134132164347,Matteotti (Fronte Stazione FS),Matteotti (Fronte Stazione FS),1,,08HR22X582,,
1,13389,05820133892163797,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
10,13439,05820134392158819,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R95X582,,
M,13455,05820134552160938,Gottardo,Gottardo,0,,00MA21X582,,
1,13415,05820134152158997,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13453,05820134532157719,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13453,05820134532157749,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
6,13389,05820133892161394,Andorra,Andorra,0,,06A11X582,,
41,13458,05820134582162349,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
6,13389,05820133892161356,Andorra,Andorra,0,,06A11X582,,
PF,13432,05820134322161877,Flumini ,Flumini ,0,,60FA01X582,,
UEX,13435,05820134352156456,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
5-11,13439,05820134392164562,Calamosca,Calamosca,0,,511A61X582,,
9,13452,05820134522164813,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
1,13400,05820134002155369,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13452,05820134522164814,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
1,13389,05820133892158529,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13455,05820134552162137,Gottardo,Gottardo,0,,00MA21X582,,
8,13453,05820134532155802,Matteotti,Matteotti,1,,08R26X582,,
6,13453,05820134532155831,Andorra,Andorra,0,,06A11X582,,
6,13389,05820133892165939,_,_,1,,06R31X582,,
8,13389,05820133892161536,Matteotti,Matteotti,1,,08R26X582,,
1Q,13419,05820134192163256,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
9,13452,05820134522164771,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
29,13449,05820134492156442,San Benedetto (fronte Buon Pastore),San Benedetto (fronte Buon Pastore),1,,29R01X582,,
1,13389,05820133892163717,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
3,13389,05820133892158553,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
41,13458,05820134582162326,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
40,13403,05820134032162802,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
M,13455,05820134552159626,Matteotti,Matteotti,1,,00MR21X582,,
3,13389,05820133892158725,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
1,13415,05820134152162415,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
PQ,13382,05820133822159856,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
30R,13429,05820134292160036,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30RR1X582,,
M,13455,05820134552159625,Matteotti,Matteotti,1,,00MR21X582,,
18,13459,05820134592161848,Chiaramonti (capolinea 18),Chiaramonti (capolinea 18),0,,18A11X582,,
QEX,13412,05820134122161092,Matteotti,Matteotti,1,,QEXR01X582,,
1,13400,05820134002155403,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
15,13384,05820133842158505,Fosse Ardeatine (fronte giardini ex Vetreria),Fosse Ardeatine (fronte giardini ex Vetreria),0,,15A12X582,,
5,13384,05820133842156007,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
1,13415,05820134152162380,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
6,13389,05820133892161474,Andorra,Andorra,0,,06A11X582,,
10,13412,05820134122163529,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
UEX,13435,05820134352156546,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
40,13454,05820134542157600,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
10,13412,05820134122161773,Alghero (ang. via Sonnino),Alghero (ang. via Sonnino),1,,10R93X582,,
10,13412,05820134122161767,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
1,13415,05820134152158956,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1Q,13441,05820134412162080,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
41,13407,05820134072157667,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
1,13400,05820134002159125,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13389,05820133892158680,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
19,13422,05820134222160600,IV Novembre,IV Novembre,0,,19A31X582,,
QEX,13412,05820134122157542,Matteotti,Matteotti,1,,QEXR01X582,,
M,13455,05820134552159674,Gottardo,Gottardo,0,,00MA21X582,,
QEX,13460,05820134602163041,Matteotti,Matteotti,1,,QEXR01X582,,
3,13398,05820133982160181,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
9,13452,05820134522164815,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
10,13439,05820134392158826,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
M,13453,05820134532160312,Gottardo,Gottardo,0,,00MA21X582,,
QEX,13460,05820134602165692,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
30,13401,05820134012165644,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
QSB,13384,05820133842163228,IV Novembre,IV Novembre,0,,50BA11X582,,
9,13452,05820134522164846,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
6,13398,05820133982165479,_,_,1,,06R31X582,,
30R,13429,05820134292165525,Dante,Dante,0,,30RA11X582,,
6,13398,05820133982165463,_,_,1,,06R31X582,,
QEX,13460,05820134602165796,Dante,Dante,0,,QEXA12X582,,
QEX,13412,05820134122165819,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
1,13400,05820134002155535,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13439,05820134392162865,Matteotti,Matteotti,1,,00MR21X582,,
5,13384,05820133842156121,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
PQ,13382,05820133822159816,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
QEX,13460,05820134602163905,Matteotti,Matteotti,1,,QEXR01X582,,
QEX,13412,05820134122157551,Matteotti,Matteotti,1,,QEXR01X582,,
9,13452,05820134522164900,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
10,13410,05820134102160848,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
M,13439,05820134392162858,Gottardo,Gottardo,0,,00MA22X582,,
1,13400,05820134002155414,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
QS,13398,05820133982160058,Deliperi,Deliperi,1,,50R31X582,,
8,13453,05820134532157912,Matteotti,Matteotti,1,,08R26X582,,
M,13439,05820134392159327,Gottardo,Gottardo,0,,00MA21X582,,
1,13389,05820133892163685,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
9,13465,05820134652164998,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
QEX,13412,05820134122163440,Matteotti,Matteotti,1,,QEXR01X582,,
31R,13397,05820133972159471,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
6,13453,05820134532155880,Andorra,Andorra,0,,06A11X582,,
20,13446,05820134462159384,Buoncammino (ang.  via Belvedere),Buoncammino (ang.  via Belvedere),0,,20A31X582,,
PF,13396,05820133962159484,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
13,13383,05820133832161222,_,_,0,,13A21X582,,
3,13453,05820134532157310,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13453,05820134532157759,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
8,13389,05820133892162125,Matteotti,Matteotti,1,,08R26X582,,
PF,13432,05820134322161879,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
5,13384,05820133842156106,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
3,13453,05820134532157720,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
6,13453,05820134532155818,Andorra,Andorra,0,,06A13X582,,
5-11,13439,05820134392162975,Is Mirrionis (Chiesa),Is Mirrionis (Chiesa),0,,511A4X582,,
41,13407,05820134072157685,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
5,13384,05820133842164509,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5,13384,05820133842164431,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
PF,13396,05820133962159500,Flumini ,Flumini ,0,,60FA02X582,,
19,13422,05820134222160605,IV Novembre,IV Novembre,0,,19A31X582,,
5-11,13439,05820134392164524,Calamosca,Calamosca,0,,511A61X582,,
M,13439,05820134392162848,Gottardo,Gottardo,0,,00MA21X582,,
15,13384,05820133842158512,Fosse Ardeatine (fronte giardini ex Vetreria),Fosse Ardeatine (fronte giardini ex Vetreria),0,,15A12X582,,
1,13400,05820134002155413,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
5,13384,05820133842163205,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
5,13384,05820133842164501,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
QSB,13384,05820133842163245,IV Novembre,IV Novembre,0,,50BA11X582,,
6,13389,05820133892165940,_,_,1,,06R31X582,,
UEX,13435,05820134352156499,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
3,13398,05820133982159779,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QEX,13412,05820134122161068,Matteotti,Matteotti,1,,QEXR01X582,,
9,13452,05820134522164817,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
UEX,13435,05820134352156543,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
13,13383,05820133832161218,_,_,0,,13A21X582,,
9A,13423,05820134232162367, Ist. Agrario, Ist. Agrario,1,,09AR7X582,,
1,13398,05820133982156886,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13455,05820134552159693,Matteotti,Matteotti,1,,00MR21X582,,
1,13389,05820133892163750,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13452,05820134522164729,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
3,13389,05820133892158750,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
16,13436,05820134362157152,Giovanni XXIII (fronte via Alberti),Giovanni XXIII (fronte via Alberti),0,,16A11X582,,
9,13447,05820134472164624,Decimomannu,Decimomannu,1,,09R93X582,,
1,13398,05820133982156935,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
10,13412,05820134122163575,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
1,13415,05820134152162463,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1Q,13441,05820134412162083,Ninfee (Terramala),Ninfee (Terramala),0,,01QA03X582,,
9,13447,05820134472164653,Decimomannu,Decimomannu,1,,09R93X582,,
8,13453,05820134532161640,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
1,13400,05820134002159163,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
PQ,13382,05820133822159833,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
M,13453,05820134532160252,Gottardo,Gottardo,0,,00MA21X582,,
3,13389,05820133892158638,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
41,13407,05820134072157679,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
1,13415,05820134152162480,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13453,05820134532162584,Ciusa,Ciusa,1,,00MR23X582,,
10,13410,05820134102160862,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
29,13465,05820134652161775,XXVIII Febbraio,XXVIII Febbraio,0,,29A36X582,,
M,13453,05820134532162602,Gottardo,Gottardo,0,,00MA21X582,,
6,13389,05820133892165956,_,_,1,,06R31X582,,
M,13453,05820134532156783,Matteotti,Matteotti,1,,00MR21X582,,
8A,13439,05820134392158859,Policlinico Universitario,Policlinico Universitario,0,,08AA54X582,,
UEX,13435,05820134352156461,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
9,13465,05820134652165044,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
40,13454,05820134542157621,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A03X582,,
16,13436,05820134362157166,M.C.T.C.,M.C.T.C.,1,,16R11X582,,
9,13447,05820134472164586,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
29,13465,05820134652161793,Policlinico,Policlinico,0,,29A35X582,,
15,13384,05820133842158513,Fosse Ardeatine (fronte giardini ex Vetreria),Fosse Ardeatine (fronte giardini ex Vetreria),0,,15A12X582,,
10,13410,05820134102160825,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
09N,13411,05820134112165202,Roma,Roma,0,,09NA11X582,,
P,13386,05820133862164303,Gobetti (lato Santa Lucia) ,Gobetti (lato Santa Lucia) ,1,,0PR02X582,,
5,13384,05820133842156104,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
3,13398,05820133982160218,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
1Q,13419,05820134192163297,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR02X582,,
UEX,13435,05820134352156478,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
M,13439,05820134392159346,Matteotti,Matteotti,1,,00MR21X582,,
QEX,13460,05820134602163072,Matteotti,Matteotti,1,,QEXR01X582,,
20,13446,05820134462158941,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
M,13455,05820134552160936,Gottardo,Gottardo,0,,00MA21X582,,
L,13411,05820134112156326,Flumini,Flumini,0,,LIA53X582,,
QS,13384,05820133842158168,Lungosaline,Lungosaline,0,,50A33X582,,
M,13455,05820134552159623,Matteotti,Matteotti,1,,00MR21X582,,
QEX,13412,05820134122161042,Matteotti,Matteotti,1,,QEXR01X582,,
10,13410,05820134102160909,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
M,13453,05820134532162568,Matteotti,Matteotti,1,,00MR21X582,,
9,13465,05820134652164949,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
30R,13429,05820134292160016,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30RR1X582,,
M,13455,05820134552159754,Gottardo,Gottardo,0,,00MA21X582,,
6,13453,05820134532156765,Andorra,Andorra,0,,06A11X582,,
20,13433,05820134332158045,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
1,13398,05820133982157009,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
41,13407,05820134072157652,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
3,13389,05820133892158636,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
10,13439,05820134392158848,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
QEX,13412,05820134122163405,Matteotti,Matteotti,1,,QEXR01X582,,
10,13412,05820134122163561,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
3,13389,05820133892158660,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QEX,13412,05820134122161060,Matteotti,Matteotti,1,,QEXR01X582,,
QSB,13384,05820133842163230,IV Novembre,IV Novembre,0,,50BA11X582,,
8,13453,05820134532157869,Matteotti,Matteotti,1,,08R26X582,,
QEX,13412,05820134122165915,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165456,_,_,1,,06R31X582,,
M,13455,05820134552159645,Gottardo,Gottardo,0,,00MA21X582,,
9,13452,05820134522164769,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
5,13384,05820133842164439,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5-11,13439,05820134392164565,Calamosca,Calamosca,0,,511A61X582,,
1,13389,05820133892163846,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
6,13389,05820133892165963,_,_,1,,06R31X582,,
3,13389,05820133892158593,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13389,05820133892158682,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13389,05820133892158701,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QSA,13384,05820133842163382,4 Novembre (fronte via Fiume),4 Novembre (fronte via Fiume),0,,50AA05X582,,
1Q,13441,05820134412162092,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR03X582,,
1Q,13419,05820134192163267,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
41,13450,05820134502161158,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
3,13453,05820134532157199,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
M,13453,05820134532162587,Gottardo,Gottardo,0,,00MA21X582,,
3,13389,05820133892158740,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
29,13465,05820134652161781,Policlinico Universitario,Policlinico Universitario,0,,29A01X582,,
QS,13398,05820133982160061,Deliperi,Deliperi,1,,50R31X582,,
QSA,13384,05820133842163394,4 Novembre (fronte via Fiume),4 Novembre (fronte via Fiume),0,,50AA05X582,,
30,13401,05820134012157935,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
